Clean and sterilise food or beverage containers using automated washing equipment,7718,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Processing - Cleaning
"Receive, store, and issue materials for food or related products production",7722,Unit,4,3,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Storage and Distribution
Apply toppings and fillings to bakery products using automated production equipment,7730,Unit,5,3,3,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking
Repair and thread automated food conveyor webs and belts,7731,Unit,5,3,4,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking
Clean and fill pressurised kegs with beverages using automated equipment,7736,Unit,3,3,4,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Container Filling
Recondition bulk beer kegs,7737,Unit,3,4,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Manually transfer food or related products from automated production lines to temporary storage,7747,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production Line Operation
"Store, maintain, and distribute liquid food or related products using automated systems",7750,Unit,6,3,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Storage and Distribution
Produce blended dry food or related products using automated blending equipment,7752,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Operate automated process control equipment in the food or related products processing industry,7754,Unit,4,3,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production Equipment
Apply safe working practices in the food or related product processing workplace,7755,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Processing - Safety and Health
Handle chemicals safely in food or related product production environments,7756,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Processing - Safety and Health
Set up and operate food and/or related product identification equipment,7757,Unit,3,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Packaging
Identify product and/or packaging faults on food or related products production lines,7758,Unit,4,2,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production Line Operation
Apply quality control practices to food or related products production line operations,7759,Unit,4,3,6,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production Line Operation
Operate and maintain silo system to receive food or related products,7760,Unit,6,3,5,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Storage and Distribution
Prepare and monitor fermented beverage production using computer controlled equipment,7766,Unit,3,4,12,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Package food products using automated electronic weigh head systems,7767,Unit,5,2,6,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Packaging
Blend alcohol-based liquids using automated equipment,7776,Unit,3,4,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Clarify and stabilise beverages,7777,Unit,3,3,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Prebatch ingredients for food or related product production,7783,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Outer pack and palletise food and/or related products manually,7788,Unit,3,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Packaging
Prepare and mix discrete ingredients for food or related product production,7809,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Batch mix bulk simple syrups using automated batching equipment,7820,Unit,3,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Carbonate beverages using automated equipment,7821,Unit,4,3,3,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Extract juice from grapes using automated production equipment,7827,Unit,4,2,6,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Produce extruded food products using automated extrusion equipment,7834,Unit,6,3,10,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Blend liquid food products using automated blending equipment,7835,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Blend finished food products manually,7836,Unit,4,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Production
Form packaging for food and related products using automated equipment,7837,Unit,5,2,2,Registered,Current,Manufacturing,Food and Related Products Processing,Food and Related Product Packaging
Divide and mould bread doughs using manual production methods,7841,Unit,5,3,12,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking - Bread
Roll and laminate pastry doughs using manual production methods,7842,Unit,6,3,8,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking - Pastry
Sheet and laminate doughs using automated production equipment,7856,Unit,5,3,6,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking
Clean bulk wine tanks using automated equipment,7857,Unit,4,2,4,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Transfer bottle-fermented sparkling wines using automated equipment,7861,Unit,4,3,5,Registered,Current,Manufacturing,Food and Related Products Processing,Food Production - Beverages
Prepare and develop bread doughs using bulk fermentation processes,7864,Unit,6,3,10,Expiring,Current,Manufacturing,Food and Related Products Processing,Baking - Bread
Harvest and prepare harakeke for kete whakairo,7869,Unit,7,2,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and prepare kiekie for kete whakairo,7870,Unit,7,3,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and prepare pingao for kete whakairo,7871,Unit,7,3,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Prepare natural and synthetic dyes to dye whenu,7872,Unit,6,3,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and produce muka to complete kete handles,7873,Unit,7,2,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Raranga kete whakairo,7876,Unit,6,4,6,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Raranga flat-based kete harakeke,7877,Unit,6,3,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Raranga kete taha/hue,7878,Unit,6,3,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Whakamahi whiri,7879,Unit,8,1,2,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Create tipare,7881,Unit,8,1,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and prepare harakeke and raranga kete whiri,7882,Unit,7,2,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Whatu tauira taniko,7886,Unit,7,2,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Taniko
Demonstrate skills to prepare decorative elements for a purpose,7888,Unit,6,2,3,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Taniko
Mahi taonga whakapaipai,7891,Unit,6,4,6,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Taonga
Prepare muka for kakahu,7892,Unit,5,4,20,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Whatu
Raranga whariki tuwhara,7902,Unit,5,3,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Whariki
Harvest and prepare harakeke and raranga kono,7906,Unit,7,1,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and prepare harakeke and raranga kete kumara,7907,Unit,8,2,4,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Harvest and prepare harakeke and raranga koronae,7908,Unit,6,2,2,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Raranga kete pikau,7909,Unit,6,3,6,Registered,Current,Maori,Ng? Mahi a te Whare Pora,Raranga
Assess presenting needs of users of social services,7912,Unit,5,4,6,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Describe social service work in Aotearoa New Zealand,7915,Unit,6,3,3,Expiring,Current,Community and Social Services,Social Services,Professional Development of Social Service Workers
Demonstrate knowledge of social service ethics,7916,Unit,5,4,3,Expiring,Current,Community and Social Services,Social Services,Professional Development of Social Service Workers
Describe the roles and functions of social service workers,7919,Unit,4,4,4,Registered,Current,Community and Social Services,Social Services,Professional Development of Social Service Workers
Explain Te Tiriti o Waitangi for social service purposes,7926,Unit,4,4,6,Registered,Current,Community and Social Services,Social Services,Provide Social Services
Negotiate service provision with users of social services,7930,Unit,4,4,3,Registered,Current,Community and Social Services,Social Services,Provide Social Services
Identify and define the community,7931,Unit,4,4,6,Registered,Current,Community and Social Services,Social Services,Community Work
Contribute to groups in social service work,7933,Unit,5,4,6,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Provide information to users of social services,7936,Unit,5,3,3,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Describe laws related to social services,7945,Unit,5,4,6,Expiring,Current,Community and Social Services,Social Services,Professional Development of Social Service Workers
"Assist a social service user to deal with their presenting concerns, issues, or needs",7952,Unit,4,4,6,Registered,Current,Community and Social Services,Social Services,Provide Social Services
Use Te Reo and waiata in social service work,7953,Unit,5,4,9,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Contribute to a noho marae within social service work,7954,Unit,5,4,6,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Co-ordinate family meetings and whanau hui,7957,Unit,4,4,3,Registered,Current,Community and Social Services,Social Services,Social Work
Contribute to the empowerment of people experiencing oppression and marginalisation,7963,Unit,5,4,3,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
"Identify, respond to, and report in situations of suspected abuse, neglect, or violence",7984,Unit,5,4,3,Registered,Current,Community and Social Services,Social Services,"Social Service Work with Abuse, Neglect, and Violence"
Identify and contribute to community networks in social service work,7989,Unit,5,4,3,Expiring,Current,Community and Social Services,Social Services,Provide Social Services
Contribute to educational and recreational programmes and projects,7991,Unit,4,4,6,Registered,Current,Community and Social Services,Social Services,Community Work
Contribute to strategies to effect community or social change,7993,Unit,5,4,3,Expiring,Current,Community and Social Services,Social Services,Community Work
Stack timber in packets using a mechanical timber stacking system,8005,Unit,6,2,5,Registered,Current,Manufacturing,Wood Handling and Distribution,Timber Yarding
Demonstrate knowledge of log yard operations,8008,Unit,5,2,5,Registered,Current,Manufacturing,Wood Manufacturing - Generic Skills,Wood Manufacturing Foundation Skills
Explain and calculate costing of timber machining operations,8009,Unit,4,4,4,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Set cutterhead spindle positions using data from a calibrated measuring device,8010,Unit,5,4,5,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Machining
Demonstrate knowledge of hide processing operations,8011,Unit,9,2,2,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Prepare hides for processing,8013,Unit,9,3,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Skills
Complete wet salting hide process,8015,Unit,9,3,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Skills
"Prepare, operate and maintain complex tannery machinery",8017,Unit,10,4,10,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Skills
Demonstrate knowledge of chipseal construction plant,8021,Unit,6,3,5,Expiring,Current,Engineering and Technology,Pavement Surfacing,Chipseal Surfacing
Work safely in a microbiological laboratory,8029,Unit,7,4,2,Registered,Current,Sciences,Science,Science - Core
Carry out visualisation and measurement of microorganisms,8035,Unit,6,4,4,Registered,Current,Sciences,Science,Microbiology
Perform aseptic laboratory techniques,8040,Unit,6,4,4,Registered,Current,Sciences,Science,Microbiology
Perform laboratory centrifugation techniques,8044,Unit,5,4,1,Registered,Current,Sciences,Science,Biochemistry
Precipitate a protein and perform a dialysis,8049,Unit,5,4,2,Registered,Current,Sciences,Science,Biochemistry
"Establish, develop, and improve quality-focused aspects of supplier relationships",8073,Unit,9,4,8,Expiring,Current,Business,Business Operations and Development,Quality Management
"Establish, develop, and improve quality-focused aspects of customer relationships",8074,Unit,9,4,8,Expiring,Current,Business,Business Operations and Development,Quality Management
Participate in a team to achieve specified quality improvement objectives,8077,Unit,9,3,4,Expiring,Current,Business,Business Operations and Development,Quality Management
Collect data for a specified purpose,8081,Unit,9,3,8,Expiring,Current,Business,Business Operations and Development,Quality Management
Analyse data and communicate information for a specified purpose,8082,Unit,9,4,8,Expiring,Current,Business,Business Operations and Development,Quality Management
Demonstrate knowledge of quality and its management in business contexts,8085,Unit,8,3,4,Registered,Current,Business,Business Operations and Development,Quality Management
Demonstrate knowledge required for quality auditing,8086,Unit,8,4,4,Registered,Current,Business,Business Operations and Development,Quality Management
Use tools to manage quality in business contexts,8087,Unit,8,3,5,Registered,Current,Business,Business Operations and Development,Quality Management
Use statistical process control tools for the control and improvement of processes,8089,Unit,8,4,6,Expiring,Current,Business,Business Operations and Development,Quality Management
Use and maintain a light microscope,8091,Unit,6,4,2,Registered,Current,Sciences,Science,Science - Core
Conduct a scientific experiment with guidance,8096,Unit,6,4,5,Registered,Current,Sciences,Science,Science - Core
Navigate vessel on an open coastal passage,8127,Unit,3,4,15,Registered,Current,Service Sector,Maritime,Navigation and Seamanship
Maintain stability on non-ballast vessel,8129,Unit,3,4,10,Registered,Current,Service Sector,Maritime,Navigation and Seamanship
Diagnose and rectify faults in automotive electronically controlled systems,8182,Unit,7,4,6,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Electrical and Electronics
"Demonstrate knowledge of the operation, service checks, fault diagnosis, and repair of carburettors",8183,Unit,4,3,6,Registered,Current,Engineering and Technology,Motor Industry,Automotive Fuel Systems and Exhaust
"Dismantle and inspect, overhaul, and reassemble an automatic transmission or transaxle assembly from a light vehicle",8186,Unit,4,4,8,Registered,Current,Engineering and Technology,Motor Industry,Automotive Transmission Systems
Describe electronic components and circuitry for automotive engineering requirements,8187,Unit,6,3,8,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Electrical and Electronics
Test and select batteries used in electronic applications and select suitable chargers,8195,Unit,5,3,4,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate and apply knowledge of switching power supplies,8211,Unit,4,4,4,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Diagnose and repair a faulty microprocessor or microcontroller system,8213,Unit,4,4,6,Registered,Current,Engineering and Technology,Electronic Engineering,Electronic Installation and Maintenance
Carry out soldering and de-soldering of printed circuit board mounted components and printed circuit board repair,8218,Unit,4,3,8,Registered,Current,Engineering and Technology,Electronic Engineering,Electronic Installation and Maintenance
Demonstrate knowledge of tannery operations,8263,Unit,8,2,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
"Identify, use, and maintain tools and equipment in the motor trimming industry",8298,Unit,7,2,2,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
"Identify, use, and store materials, and make a template, in the motor trimming industry",8299,Unit,6,3,3,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Repair a seat in the motor trimming industry,8300,Unit,6,3,6,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Make a back rest and base cover for a vehicle seat,8301,Unit,6,3,5,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
"Carry out pleating, fluting, piping, and quilting operations in the motor trimming industry",8302,Unit,6,3,6,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
"Make, fit, and repair underlay and carpet in the motor trimming industry",8303,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Design and make motor vehicle seats,8304,Unit,5,4,10,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
Use and maintain an overlocker in the vehicle trimming and related industries,8305,Unit,5,3,4,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
"Design and make a pattern, interpret drawings, plan a job, and write a job specification",8306,Unit,6,4,6,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Identify and fit a zip in the motor trimming industry,8307,Unit,6,3,2,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
"Make, repair, and fit a vehicle material headlining",8308,Unit,6,3,6,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
"Remove, repair, and refit a vehicle moulded headlining",8309,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Re-cover and repair a damaged vehicle dash panel,8310,Unit,5,4,4,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
"Carry out vehicle trimming carpentry requirements, and make and fit a vehicle interior trim panel",8311,Unit,5,4,4,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
Make and repair a convertible top and side curtains for a vehicle,8312,Unit,5,4,10,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
Repair damaged vinyl by welding in the vehicle trimming industry,8313,Unit,5,4,3,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
Make and fit a tonneau and hood cover in the motor trimming industry,8314,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Make and fit a range of protective covers in the motor trimming industry,8315,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Make and fit a squab in the motor trimming industry,8317,Unit,6,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Make buttons and carry out buttoning in the vehicle trimming and related industries,8318,Unit,6,2,1,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
Make and fit a lumbar support for a motor vehicle seat and rectify a damaged mechanical lumbar support,8321,Unit,6,3,2,Registered,Current,Manufacturing,Industrial Textile Fabrication,Vehicle Trimming and Upholstery
"Remove, replace, and adjust, seals, welts, edge trims and rubbers in the motor trimming industry",8322,Unit,6,3,3,Expiring,Current,Engineering and Technology,Motor Industry,Motor Trimming
Tip saw teeth with stellite or high-speed steel,8337,Unit,4,4,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Saw Doctoring
Demonstrate knowledge of the principles of wood preservation and antisapstain treatment,8339,Unit,7,3,10,Registered,Current,Manufacturing,Solid Wood Manufacturing,Timber Drying and Treatment
Outline the history and philosophy of funeral directing in New Zealand,8340,Unit,6,4,5,Registered,Current,Service Sector,Funeral Services,Funeral Directing
Explain the law and its application to funeral directing in New Zealand,8341,Unit,6,4,10,Registered,Current,Service Sector,Funeral Services,Funeral Directing
Implement post-funeral activities,8345,Unit,6,4,5,Registered,Current,Service Sector,Funeral Services,Funeral Directing
Prepare caskets for viewing or burial or cremation,8348,Unit,6,4,5,Registered,Current,Service Sector,Funeral Services,Funeral Directing
Outline the history and philosophy of embalming,8349,Unit,6,4,5,Registered,Current,Service Sector,Funeral Services,Embalming
Apply health and safety practices to working in a mortuary,8351,Unit,7,4,5,Registered,Current,Service Sector,Funeral Services,Embalming
Demonstrate knowledge of chemistry used in leather manufacture,8380,Unit,8,4,10,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
"Identify and describe species, equipment, preserving method and classification of hides or skins for leather manufacture",8383,Unit,10,4,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Describe the physical structure and chemical composition of hides or skins used in leather manufacture,8384,Unit,10,4,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Identify and describe hide or skin faults and the elimination or reduction of faults in leather manufacture,8385,Unit,10,4,5,Registered,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Demonstrate knowledge of manufacturing stages used in leather manufacture,8386,Unit,10,4,15,Expiring,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Demonstrate knowledge of hazards associated with chemicals used within tanneries,8388,Unit,10,3,6,Expiring,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Demonstrate knowledge of the principles of quality assurance used in tanneries,8389,Unit,10,3,6,Expiring,Current,Manufacturing,Leather Manufacturing,Leather Manufacture Technology
Demonstrate knowledge of tannery quality control,8390,Unit,10,3,7,Expiring,Current,Manufacturing,Fellmongery and Leather Processing,Leather Processing Knowledge
Demonstrate laboratory solvent and distillation separation techniques,8436,Unit,7,4,5,Registered,Current,Sciences,Science,Chemistry
Evaluate physical properties of matter,8443,Unit,7,4,3,Registered,Current,Sciences,Science,Chemistry
Demonstrate knowledge of acid-base pH measurement and equilibria,8448,Unit,7,4,5,Registered,Current,Sciences,Science,Chemistry
Demonstrate knowledge of the behaviour of gases,8452,Unit,7,4,2,Registered,Current,Sciences,Science,Chemistry
Perform qualitative anion and cation analysis,8453,Unit,7,4,3,Registered,Current,Sciences,Science,Chemistry
Demonstrate competent use of laboratory measurement and recording procedures,8466,Unit,7,4,4,Registered,Current,Sciences,Science,Science - Core
Work safely in a chemical laboratory,8467,Unit,7,4,3,Registered,Current,Sciences,Science,Science - Core
Develop self to improve own performance in an organisation,8495,Unit,5,4,3,Registered,Current,Business,Business Operations and Development,People Development and Coordination
"Describe factors contributing to, and consequences of, crime",8545,Unit,5,2,3,Registered,Current,Social Sciences,Social Science Studies,Legal Studies
Demonstrate knowledge of accessing legal assistance,8548,Unit,6,2,3,Registered,Current,Core Generic,Core Generic,Self-Management
"Describe the application of New Zealand law to marriage, civil union, and de-facto relationships",8551,Unit,5,2,3,Registered,Current,Social Sciences,Social Science Studies,Legal Studies
Describe legal consequences and protections relating to domestic violence and child abuse,8552,Unit,5,2,3,Registered,Current,Social Sciences,Social Science Studies,Legal Studies
Describe the objectives and application of consumer law,8555,Unit,5,2,3,Registered,Current,Social Sciences,Social Science Studies,Legal Studies
"Deliver, stockpile, and spread aggregates with truck and trailer",8560,Unit,5,3,15,Registered,Current,Engineering and Technology,Infrastructure Works,Infrastructure Works Equipment
Access sources of information for use in recreation,8567,Unit,5,2,2,Registered,Current,Community and Social Services,Recreation and Sport,Recreation and Sport - Core Skills
Dive in open water using hookah,8598,Unit,2,4,2,Registered,Current,Community and Social Services,Diving,Diving - Scientific
Demonstrate knowledge of compressed air systems used in a joinery workplace,8609,Unit,7,3,2,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
Manage personal safety in the workplace,8615,Unit,5,3,2,Expiring,Current,Law and Security,Security,Non Specialist Security Functions
Solve security problems in a specified workplace,8616,Unit,5,3,4,Expiring,Current,Law and Security,Security,Security Staff Services
Assist with preventative health programmes for deer under direct supervision,8620,Unit,4,2,3,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Deer Farming
"Describe, and assist with, fawning and weaning",8622,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Deer Farming
Plan and coordinate pasture management and the feeding of deer,8623,Unit,5,4,7,Expiring,Current,"Agriculture, Forestry and Fisheries",Agriculture,Deer Farming
"Carry out deer grazing management, and feed deer as directed",8624,Unit,4,3,3,Registered,Current,"Agriculture, Forestry and Fisheries",Agriculture,Deer Farming
Drive on snow and/or ice,8638,Unit,4,3,3,Registered,Current,Service Sector,Driving,Specialist Driving Knowledge and Skills
Construct and maintain control survey marks on land,8778,Unit,7,3,8,Expiring,Current,Planning and Construction,Surveying,Survey Practice
Demonstrate knowledge of legislation as it relates to Maori land and survey practice,8785,Unit,7,4,3,Registered,Current,Planning and Construction,Surveying,Survey - Land Administration and Applied Resource Management
Work safely in a surveying workplace,8798,Unit,7,3,6,Expiring,Current,Planning and Construction,Surveying,Survey Practice
"Calculate areas, contours, and volumes for survey purposes",8799,Unit,7,3,8,Expiring,Current,Planning and Construction,Surveying,Survey Practice
Apply mathematics to surveying,8800,Unit,7,4,15,Registered,Current,Planning and Construction,Surveying,Survey Practice
Use contemporary software to carry out survey computations,8801,Unit,7,4,6,Expiring,Current,Planning and Construction,Surveying,Survey Practice
"Research a topic using oral, visual and written sources, and evaluate the research process",8824,Unit,7,2,3,Registered,Current,Core Generic,Core Generic,Work and Study Skills
"Care for health, development and the environment of poultry during rearing",8845,Unit,5,3,20,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Care for a poultry layer flock in a cage system,8846,Unit,5,3,15,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Care for a poultry layer flock in a floor system,8847,Unit,5,3,15,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Care for a poultry layer flock in a free range system,8848,Unit,5,3,15,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
"Describe the procedures for poultry facility turn around between batches, and prepare facility for reuse",8849,Unit,5,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Carry out artificial insemination of poultry,8850,Unit,5,3,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Carry out pulping of poultry table eggs,8855,Unit,5,3,4,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Carry out poultry health status sampling,8856,Unit,5,3,3,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Demonstrate knowledge of poultry anatomy and reproduction,8859,Unit,5,3,10,Expiring,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Demonstrate knowledge of poultry feeding and nutrition,8860,Unit,5,3,7,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Demonstrate knowledge of the environmental requirements and control systems for poultry,8861,Unit,5,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
"Demonstrate knowledge of signs of health and ill health, and factors contributing to poultry health and disease control",8862,Unit,5,3,7,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Husbandry
Store eggs in a hatchery,8863,Unit,5,3,4,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Hatchery
Carry out setter operations in a poultry hatchery,8864,Unit,5,3,8,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Hatchery
Carry out hatcher operations in a poultry hatchery,8865,Unit,5,3,8,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Hatchery
Process day-old chicks,8866,Unit,5,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Hatchery
Manage poultry rearing operations,8869,Unit,4,4,32,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Management
Manage poultry layer unit operations,8870,Unit,4,4,32,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Management
Manage hatchery operations,8871,Unit,4,4,32,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Management
Manage health and safety in a poultry facility workplace,8872,Unit,4,4,8,Registered,Current,"Agriculture, Forestry and Fisheries",Poultry Production,Poultry Management
Coordinate and facilitate the escort of people at an airport,8875,Unit,5,4,5,Registered,Current,Service Sector,Aviation,Airport Operations
Control access to the security designated areas of an airport using access control devices,8876,Unit,5,4,10,Registered,Current,Service Sector,Aviation,Airport Operations
Regulate the use of vehicles in controlled movement areas airside at an airport,8878,Unit,5,3,4,Registered,Current,Service Sector,Aviation,Airport Operations
Maintain the security integrity of a security designated airport,8879,Unit,5,4,10,Registered,Current,Service Sector,Aviation,Airport Operations
Respond to an airport emergency,8880,Unit,5,4,8,Registered,Current,Service Sector,Aviation,Airport Operations
Process complaints about an airport or aircraft operation,8881,Unit,5,3,4,Registered,Current,Service Sector,Aviation,Airport Operations
Provide information for airport users,8884,Unit,5,3,2,Registered,Current,Service Sector,Aviation,Airport Operations
Assess the operational readiness of an airport with grass movement areas for domestic movements,8886,Unit,5,4,12,Registered,Current,Service Sector,Aviation,Airport Operations
Assess the operational readiness of international airport terminal services,8887,Unit,5,4,12,Registered,Current,Service Sector,Aviation,Airport Operations
Assess the operational readiness of domestic airport terminal services,8888,Unit,5,4,8,Registered,Current,Service Sector,Aviation,Airport Operations
Carry out hydraulic sand extraction operations,8891,Unit,7,4,12,Registered,Current,Engineering and Technology,Extractive Industries,Surface Extraction
Blend product using a blending plant for extractive industries,8892,Unit,7,4,8,Registered,Current,Engineering and Technology,Extractive Industries,Surface Extraction
