Manually construct plane geometric shapes for engineering,2432,Unit,8,2,3,Expiring,Current,Engineering and Technology,Mechanical Engineering,Engineering Drawing and Design
Produce engineering component drawings using CAD software,2433,Unit,8,2,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Drawing and Design
Manually produce detailed engineering drawings under supervision,2434,Unit,8,3,12,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Drawing and Design
Create three-dimensional engineering models using CAD software under supervision,2436,Unit,8,3,5,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Drawing and Design
"Receive, store, and despatch wool in a wool scour",2446,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Sort wool for wool scouring,2447,Unit,6,3,6,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Blend and open greasy wool,2448,Unit,6,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Monitor and control utility supply equipment and systems,2450,Unit,6,3,3,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Apply chemical treatments in a wool scour,2451,Unit,6,3,3,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Press wool,2452,Unit,6,2,4,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Operate the liquor treatment loop and primary separator,2453,Unit,6,3,14,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Process wool grease,2454,Unit,6,3,3,Registered,Current,Manufacturing,Textiles Manufacture,Wool Scouring
Identify bobby calf cuts,2495,Unit,10,2,3,Expiring,Current,Manufacturing,Meat Processing,Meat Processing - Core Skills
Identify beef cuts,2498,Unit,9,2,3,Expiring,Current,Manufacturing,Meat Processing,Meat Processing - Core Skills
Identify ovine meat cuts,2517,Unit,9,2,3,Expiring,Current,Manufacturing,Meat Processing,Meat Processing - Core Skills
Manufacture glulam components,2536,Unit,10,3,5,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
"Demonstrate knowledge of ordering, receiving, handling, and storing joinery materials",2544,Unit,9,2,3,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
"Demonstrate knowledge of specifications, sketches, and plans to produce glass, joinery, or joinery related items",2545,Unit,9,3,3,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
"Measure and calculate materials in the glass, joinery, or joinery related industries",2549,Unit,9,3,4,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
Use hand tools for joinery and related trades,2550,Unit,9,2,6,Expiring,Current,Manufacturing,Joinery,Stairs and Other Joinery Trade Skills
Use portable power tools,2551,Unit,6,3,6,Registered,Current,Planning and Construction,Construction Trades,Core Construction
Set up and use fixed machinery in the joinery industry under supervision,2552,Unit,9,2,6,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
Use adhesives and sealants in the joinery industry,2557,Unit,9,3,2,Registered,Current,Manufacturing,Joinery,Joinery Core Skills
Evaluate the use of construction equipment,2558,Unit,5,3,2,Registered,Current,Planning and Construction,Construction Trades,Core Construction
Appreciate mana whenua for a whakairo context through te reo,2571,Unit,10,3,10,Registered,Current,Maori,Whakairo,Mana Whakairo
Maintain occupational health and safety of the individual producing Maori art,2575,Unit,10,3,5,Registered,Current,Maori,Whakairo,Whakaraupapa Whakairo
Explain design elements used to generate Maori art design,2580,Unit,10,2,4,Registered,Current,Maori,Whakairo,Toi Whakairo
Employ drawing techniques to create Maori art,2594,Unit,10,2,4,Registered,Current,Maori,Whakairo,Toi Whakairo
Employ paint techniques to create Maori art,2595,Unit,10,3,6,Registered,Current,Maori,Whakairo,Toi Whakairo
Employ tukutuku techniques to create Maori art,2596,Unit,10,3,8,Registered,Current,Maori,Whakairo,Toi Whakairo
Maintain quality of materials and tools used to create Whakairo,2597,Unit,10,3,10,Registered,Current,Maori,Whakairo,Toi Whakairo
Fuse interlining to leather garment pieces with fusing press or iron and assemble garment pieces for sewing,2617,Unit,6,2,3,Registered,Current,Manufacturing,Clothing Manufacture,Leather Garment Manufacture
Sew straight and top stitch seams in leather in a commercial clothing manufacturing workplace,2618,Unit,7,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Leather Garment Manufacture
Attach fastenings and decorative attachments to a garment,2625,Unit,6,2,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Hand press a garment,2626,Unit,6,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
"Demonstrate knowledge of, and work in proximity to, motor vehicle air bag mechanisms",2629,Unit,6,3,2,Expiring,Current,Engineering and Technology,Motor Industry,Vehicle Bodywork
Demonstrate knowledge of pressure measurement systems used in industry,2630,Unit,7,3,4,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Theory
Demonstrate knowledge of level measurement systems used in industry,2632,Unit,7,3,3,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Theory
Maintain level measurement devices used in industry,2633,Unit,7,3,10,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Maintenance
Demonstrate knowledge of temperature measurement systems used in industry,2634,Unit,7,3,5,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Theory
Demonstrate knowledge of flow measurement systems used in industry,2636,Unit,7,3,4,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Theory
Maintain flow measurement devices used in industry,2637,Unit,7,3,10,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Maintenance
"Demonstrate knowledge of control valves, actuators, and positioners",2638,Unit,7,3,4,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Theory
Maintain control valve actuators and positioners,2640,Unit,7,3,5,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Maintenance
Maintain hydraulic or electro-hydraulic equipment,2664,Unit,7,3,3,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Maintenance
Install and service pneumatic or electro-pneumatic equipment,2667,Unit,7,3,5,Registered,Current,Engineering and Technology,Industrial Measurement and Control,Industrial Measurement and Control - Maintenance
Weld steel structures in the downhand positions using the manual metal arc welding process,2671,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld steel to a general purpose industry standard using the gas metal arc welding process,2672,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld steel structures in the downhand positions using the gas metal arc and flux cored arc welding processes,2673,Unit,7,3,6,Expiring,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld stainless steel plate in downhand positions using the gas metal arc and flux cored arc welding processes,2674,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld aluminium to industry standard in downhand positions using the gas metal arc welding process,2675,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld stainless steel sheet to industry standard using the gas tungsten arc welding process,2676,Unit,8,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld aluminium to industry standard in the downhand positions using the gas tungsten arc welding process,2677,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Join steel using the oxyacetylene welding process,2678,Unit,8,3,3,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Join metals using the torch brazing and soldering processes,2679,Unit,7,3,6,Expiring,Current,Engineering and Technology,Mechanical Engineering,Welding
Join metals using the resistance welding process,2680,Unit,7,3,4,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld steel structures using the submerged arc welding process,2681,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Weld steel in the downhand positions to a general purpose industry standard using the manual metal arc welding process,2682,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,Welding
Cut metals using manual thermal processes,2683,Unit,7,3,4,Expiring,Current,Engineering and Technology,Mechanical Engineering,Welding
Operate and monitor a production engineering machine,2699,Unit,8,2,4,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Produce components by performing reciprocating cutting operations,2701,Unit,8,3,3,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Produce components by performing engineering grinding operations,2712,Unit,8,3,15,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Set manually operated production engineering machines,2713,Unit,8,3,15,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Produce components by performing engineering turning operations,2714,Unit,8,3,15,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Produce components by performing engineering milling operations,2715,Unit,9,3,15,Registered,Current,Engineering and Technology,Mechanical Engineering,Engineering Machining and Toolmaking
Service hydraulic power system components under supervision,2727,Unit,8,3,20,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Hydraulics
Set up and cut fabrics using a computerised fabric cutting machine,2743,Unit,5,3,6,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Prepare cut work for production in the clothing industry,2744,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Sew dissimilar fabrics together using an industrial overlock sewing machine,2746,Unit,5,3,6,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Sew dissimilar fabrics together using an industrial lockstitch sewing machine,2747,Unit,5,3,6,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Operate and adjust semi-automatic profile machinery to assemble garment parts,2748,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Demonstrate knowledge of the New Zealand arboriculture industry,2763,Unit,5,2,3,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Arboriculture
Plant trees or shrubs under close supervision,2765,Unit,6,2,5,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Amenity Horticulture
Maintain amenity trees and shrubs,2766,Unit,8,3,8,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Arboriculture
Prune young trees and shrubs in arboriculture situations,2768,Unit,8,3,4,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Arboriculture
Transplant amenity trees and shrubs manually,2772,Unit,6,3,4,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Arboriculture
Demonstrate and apply knowledge of a personal computer system,2780,Unit,8,1,3,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Manage and protect data in a personal computer,2781,Unit,11,2,3,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Create and use a computer spreadsheet to solve a problem,2784,Unit,8,2,3,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Create a computer spreadsheet to provide a solution for organisation use,2785,Unit,10,3,5,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Produce desktop published documents for organisation use,2789,Unit,9,3,6,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Produce simple desktop published documents using templates,2792,Unit,8,1,2,Registered,Current,Computing and Information Technology,Computing,Generic Computing
Demonstrate knowledge of the principles of computer networks,2797,Unit,8,3,4,Registered,Current,Computing and Information Technology,Computing,Generic Computing
Maintain a documented work record for a primary industry operation,2803,Unit,5,2,5,Registered,Current,"Agriculture, Forestry and Fisheries",Primary Sector,Primary Sector Core Skills
Measure people for outerwear fitment,2832,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Design and Patternmaking
Demonstrate knowledge of garment construction in a learning environment,2834,Unit,5,3,6,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Construct pattern blocks for children's clothing,2835,Unit,5,3,6,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Design and Patternmaking
Grade patterns for adults' trousers and skirts,2839,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Design and Patternmaking
Input garment patterns into a clothing CADCAM system and plot patterns,2840,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Design and Patternmaking
Grade patterns using a clothing CADCAM system,2841,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Design and Patternmaking
Demonstrate knowledge of industrial apparel cutting and sewing,2846,Unit,5,2,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
"Demonstrate knowledge of clothing production, finishing, and storage systems",2847,Unit,5,3,3,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Shampoo hair and scalp,2866,Unit,6,3,4,Registered,Current,Service Sector,Beauty Services,Hairdressing
Apply treatments to hair and scalp,2869,Unit,6,2,2,Registered,Current,Service Sector,Beauty Services,Hairdressing
Blow dry hair into elementary styles,2870,Unit,6,3,10,Registered,Current,Service Sector,Beauty Services,Hairdressing
Set short hair for volume,2871,Unit,6,3,10,Registered,Current,Service Sector,Beauty Services,Hairdressing
Demonstrate knowledge of trichology,2873,Unit,7,2,8,Registered,Current,Service Sector,Beauty Services,Hairdressing
Blow wave short hair into complex styles,2879,Unit,6,3,10,Registered,Current,Service Sector,Beauty Services,Hairdressing
Set hair for complex styles,2880,Unit,5,3,10,Registered,Current,Service Sector,Beauty Services,Hairdressing
Demonstrate knowledge of conditions of the hair and scalp,2882,Unit,8,3,4,Expiring,Current,Service Sector,Beauty Services,Hairdressing
Cut hair into foundation forms with scissors and clippers,2884,Unit,6,3,30,Registered,Current,Service Sector,Beauty Services,Hairdressing
Demonstrate razor techniques,2885,Unit,5,3,10,Registered,Current,Service Sector,Beauty Services,Hairdressing
Design and shape beards and moustaches,2886,Unit,5,3,7,Registered,Current,Service Sector,Beauty Services,Barbering
Demonstrate knowledge of relaxing a permanent wave,2887,Unit,6,3,1,Expiring,Current,Service Sector,Beauty Services,Hairdressing
Demonstrate knowledge of hair fashion over time,2891,Unit,6,2,5,Registered,Current,Service Sector,Beauty Services,Hairdressing
Permanently wave hair,2892,Unit,6,3,12,Registered,Current,Service Sector,Beauty Services,Hairdressing
Produce word processed documents which incorporate te reo Maori,2895,Unit,6,3,3,Registered,Current,Maori,Maori Business and Management,Maori Office Systems
"Plan and implement hui, and record hui outcomes",2896,Unit,6,3,4,Registered,Current,Maori,Maori Business and Management,Maori Office Systems
Demonstrate knowledge of woven fabrics,2897,Unit,7,3,10,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Produce a warp,2900,Unit,7,3,6,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Draw-in and tie-on a warp for weaving,2901,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Prepare a loom for weaving,2902,Unit,7,3,5,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Weave fabric,2903,Unit,7,3,6,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Identify faults in woven fabric,2905,Unit,7,3,4,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Mend faults in woven fabric,2906,Unit,7,3,5,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Apply a fringe to woven fabric,2907,Unit,7,2,2,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Perform quality tests on fabric,2908,Unit,7,3,5,Registered,Current,Manufacturing,Textiles Manufacture,Weaving
Process fabric on a blowing machine,2910,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a singeing machine,2911,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Mill fabric,2913,Unit,7,3,12,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Apply chemicals to fabric by padding,2914,Unit,7,3,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Hydro fabric,2915,Unit,7,2,2,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a stenter or a tenter,2917,Unit,7,3,12,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a raising machine,2918,Unit,7,3,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a cropping or shearing machine,2919,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a rotary press,2920,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Steam and brush fabric,2921,Unit,7,2,2,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Process fabric on a high temperature decatising machine,2922,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Inspect finished woven broadloom fabric,2923,Unit,7,3,9,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Prepare fabric for despatch,2924,Unit,7,2,3,Registered,Current,Manufacturing,Textiles Manufacture,Fabric Finishing
Describe marketing options for enterprise activities,2925,Unit,6,3,8,Expiring,Current,Business,Marketing,Generic Marketing
Independently read texts about life experiences which relate to a personal identified interest,2970,Unit,7,1,3,Expiring,Current,Humanities,Communication Skills,Reading
"Select, read, and assess texts on a topic",2989,Unit,6,2,3,Registered,Current,Humanities,Communication Skills,Reading
Read texts to research information,2990,Unit,7,3,4,Registered,Current,Humanities,Communication Skills,Reading
Demonstrate knowledge of and operate solid handling systems in an energy and chemical plant,3045,Unit,9,3,5,Registered,Current,Manufacturing,Energy and Chemical Plant,Operation of Energy and Chemical Plant
Demonstrate knowledge of and operate fire safety equipment in an energy and chemical plant,3046,Unit,9,3,5,Registered,Current,Manufacturing,Energy and Chemical Plant,Safety and Legislation for Energy and Chemical Plant
"Demonstrate knowledge of, interpret, and sketch process drawings for an energy and chemical plant",3047,Unit,9,3,5,Registered,Current,Manufacturing,Energy and Chemical Plant,Operation of Energy and Chemical Plant
"Demonstrate knowledge of, take, and process product samples in an energy and chemical plant",3060,Unit,9,3,3,Registered,Current,Manufacturing,Energy and Chemical Plant,Monitoring of Energy and Chemical Plant
Prepare and dispatch tallow and rendered meat products,3111,Unit,10,3,5,Expiring,Current,Manufacturing,Meat Processing,Meat Industry - Rendering
Prepare raw meat products and operate a meat preserving machine in a meat processing operation,3116,Unit,9,3,10,Registered,Current,Manufacturing,Meat Processing,Meat Manufacturing
Produce cooked corned-beef products in a meat processing operation,3117,Unit,9,3,5,Expiring,Current,Manufacturing,Meat Processing,Meat Manufacturing
Card fibre on a semi-worsted or worsted card,3129,Unit,8,2,6,Registered,Current,Manufacturing,Textiles Manufacture,"Top Making, Semi-Worsted and Worsted Processing"
Gill sliver or top on a gilling machine,3131,Unit,8,2,6,Registered,Current,Manufacturing,Textiles Manufacture,"Top Making, Semi-Worsted and Worsted Processing"
Process slivers on a roving machine,3138,Unit,8,2,6,Registered,Current,Manufacturing,Textiles Manufacture,"Top Making, Semi-Worsted and Worsted Processing"
Prepare and maintain long-term plant display environments in garden retail,3146,Unit,7,3,5,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Garden Retail
Provide customers with information and advice on non-plant garden retail products,3147,Unit,7,3,10,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Garden Retail
"Demonstrate knowledge of the structure, nature and requirements of the garden retail industry",3149,Unit,7,2,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Garden Retail
Prepare wooden furniture surfaces and apply grain filler,3152,Unit,4,2,3,Registered,Current,Manufacturing,Furniture,Furniture Finishing
Prepare and apply clear top coats to furniture surfaces,3155,Unit,5,3,5,Registered,Current,Manufacturing,Furniture,Furniture Finishing
Produce a bisphenol resin item to a product specification,3163,Unit,7,3,5,Registered,Current,Manufacturing,Composites,Industrial Composites
Produce a phenolic resin item to a product specification,3164,Unit,7,3,5,Registered,Current,Manufacturing,Composites,Production Composites
Deposit a polyester gel coat by hand,3168,Unit,7,3,4,Registered,Current,Manufacturing,Composites,Production Composites
Produce a cored laminate item,3171,Unit,7,3,3,Registered,Current,Manufacturing,Composites,Production Composites
Produce a laminate item using a pre-wet machine,3179,Unit,6,3,2,Registered,Current,Manufacturing,Composites,Production Composites
Prepare pre-form lamination materials for composites products,3183,Unit,7,3,5,Registered,Current,Manufacturing,Composites,Production Composites
Finish composite products to specification,3186,Unit,6,3,5,Registered,Current,Manufacturing,Composites,Production Composites
Produce a composite item by casting,3189,Unit,7,2,5,Registered,Current,Manufacturing,Composites,Production Composites
Calculate material quantities for composite production,3193,Unit,6,3,2,Registered,Current,Manufacturing,Composites,Production Composites
Install copper pipe work according to plans and specifications under supervision,3235,Unit,7,3,10,Expiring,Current,Engineering and Technology,Mechanical Engineering,"Heating, Ventilating, and Air Conditioning"
Install plastics pipe work according to plans and specifications under supervision,3237,Unit,7,3,10,Expiring,Current,Engineering and Technology,Mechanical Engineering,"Heating, Ventilating, and Air Conditioning"
"Install specialised components for heating, ventilating, and air conditioning systems",3244,Unit,7,3,6,Registered,Current,Engineering and Technology,Mechanical Engineering,"Heating, Ventilating, and Air Conditioning"
Control pests by shooting in the urban pest management industry,3266,Unit,6,3,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Pest Management,Urban Pest Management
Establish and deliver water supplies for fire fighting,3270,Unit,4,2,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Suppress fire with hand extinguishers and fixed hose reels,3271,Unit,6,2,1,Registered,Current,Community and Social Services,Community and Workplace Fire and Emergency Management,Workplace Fire and Emergency Response
Wear and operate breathing apparatus in general emergencies,3272,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Carry out station duties,3274,Unit,4,3,2,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Carry out tests on fire and rescue equipment,3275,Unit,4,3,6,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Demonstrate knowledge of command and control structure of an emergency service provider,3278,Unit,4,2,2,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Demonstrate knowledge of personal safety at fire and emergency incidents,3283,Unit,4,2,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Demonstrate knowledge of protection of personal safety at vegetation fires,3285,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Vegetation
Control vegetation fires using dry fire fighting techniques,3286,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Vegetation
Suppress vegetation fires with water and with water with additives,3287,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Vegetation
Load water and additives for aerial operations at vegetation fires,3288,Unit,4,3,2,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Vegetation
Carry out hand-operated ignition at prescribed vegetation burning operations,3289,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Vegetation
Carry out and report on inspections for fire and rescue risk planning,3309,Unit,4,2,2,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Check hydrants and water supplies,3310,Unit,4,2,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Carry out decontamination procedures,3312,Unit,4,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Drive rescue fire vehicles in airport environments,3324,Unit,6,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Rescue people in aircraft marine incidents,3328,Unit,6,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Carry out aerodrome safety functions,3330,Unit,5,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Carry out watchroom duties for airport fire and rescue services,3334,Unit,5,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Overhaul light vehicle clutch cover assemblies and repair and/or replace associated components,3380,Unit,4,3,2,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Transmission Systems
"Pick, pack, and dispatch automotive parts",3382,Unit,6,2,3,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Sales
Demonstrate an automotive product to show its operation and use,3384,Unit,5,3,3,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Administration
Demonstrate knowledge of heavy machine manual and power shift transmissions,3385,Unit,4,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Transmission Systems
Respond to vehicle and/or machine breakdown,3387,Unit,3,3,1,Registered,Current,Engineering and Technology,Motor Industry,Vehicle Recovery
Repair heavy vehicle and/or machine exhaust systems,3394,Unit,5,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Automotive Fuel Systems and Exhaust
Convert an automotive air conditioning system from R-12 to R-134a,3397,Unit,4,3,2,Expiring,Current,Engineering and Technology,Motor Industry,"Automotive Heating, Ventilation, and Air Conditioning"
Check a four stroke petrol engine for condition using hand held test equipment,3400,Unit,4,3,4,Expiring,Current,Engineering and Technology,Motor Industry,Engines
Balance aeronautical rotating assemblies,3402,Unit,6,3,4,Registered,Current,Engineering and Technology,Aeronautical Engineering,Aircraft Powerplant Repair and Overhaul
Receive and process items for drycleaning,3439,Unit,4,2,8,Registered,Current,Service Sector,Cleaning and Caretaking,Drycleaning
Dryclean textile items,3440,Unit,4,3,9,Registered,Current,Service Sector,Cleaning and Caretaking,Drycleaning
Assemble and package drycleaned orders,3445,Unit,4,3,3,Registered,Current,Service Sector,Cleaning and Caretaking,Drycleaning
Sort laundry items,3447,Unit,4,2,8,Registered,Current,Service Sector,Cleaning and Caretaking,Laundry
Dry laundry items,3454,Unit,4,2,3,Registered,Current,Service Sector,Cleaning and Caretaking,Laundry
Wash laundry items,3455,Unit,4,3,8,Registered,Current,Service Sector,Cleaning and Caretaking,Laundry
Pack laundry orders,3459,Unit,4,2,8,Registered,Current,Service Sector,Cleaning and Caretaking,Laundry
Demonstrate knowledge of traffic law for the purpose of safe driving,3462,Unit,6,2,3,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Describe human risk factors in terms of a self-management strategy for a driver,3464,Unit,5,2,3,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Describe driving hazards and crash risk reduction strategies and responses to driving hazards,3465,Unit,6,2,3,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Apply risk reduction techniques and strategies while driving,3466,Unit,7,3,4,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
"Describe dynamics, and techniques for managing dynamics, of light motor vehicles",3467,Unit,5,2,4,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Apply precise control in riding a road motorcycle,3468,Unit,5,3,3,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Apply control in driving a light motor vehicle,3469,Unit,5,2,2,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Execute low speed manoeuvres in a light motor vehicle,3470,Unit,6,2,1,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Tow a light simple trailer,3471,Unit,5,2,1,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Describe factors contributing to and consequences of road crashes,3472,Unit,5,2,1,Registered,Current,Service Sector,Driving,Core Driving Knowledge and Skills
Fill in a form,3483,Unit,7,1,2,Registered,Current,Humanities,Communication Skills,Writing
Write business correspondence for a workplace,3488,Unit,6,2,3,Registered,Current,Humanities,Communication Skills,Writing
Complete an incident report,3490,Unit,7,1,2,Registered,Current,Humanities,Communication Skills,Writing
Write a report,3491,Unit,7,3,4,Registered,Current,Humanities,Communication Skills,Writing
Write a short report,3492,Unit,7,2,3,Registered,Current,Humanities,Communication Skills,Writing
Write minutes for a formal meeting,3494,Unit,6,3,3,Registered,Current,Humanities,Communication Skills,Writing
